IDCode,Property Date,AgentData.Name,Cabang,Province.Title,LocationData.Title,Area.Title,Address,Type,Transaction,LT,LB,KT,KM,PriceFormat,Status Property,Certificate,Judul,Air,Listrik,Tipe Listing,Deskripsi
241225-BRPI00111,6/24/25 12:39,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sambikerep,SIMPANG DARMO REGENCY SAMBISARI INDAH,Rumah,Jual,75,110,3+1,2+1,"1,400,000,000",Sale,SHM,RUMAH SIMPANG DARMO REGENCY SAMBISARI INDAH SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH SIMPANG DARMO REGENCY SAMBISARI INDAH SURABAYA

LT: 75

LB: 110

DIMENSI: 6X12.5 

KT: 3+1

KM: 2+1 

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI 

- KOSONGAN TANPA FURNISHED

- 4 UNIT AC

- ADA KOLAM IKAN 

- AREA BELAKANG SUDAH DI TRALIS FULL

- CARPORT 1 MOBIL +2/3 MOTOR

- ROW JALAN 7 METER, 3 MOBIL BISA LEWAT

HARGA: 1.4M (NEGO TIPIS) "
241225-BRPI00110,6/24/25 12:39,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,DIAN ISTANA CLUSTER MOCCA VRBANA,Rumah,Jual,105,150,2+1,2+1,"2,100,000,000",Sale,SHM,RUMAH DIAN ISTANA CLUSTER MOCCA VRBANA SURABAYA,PAM,2200,OPEN,"(JUAL) RUMAH DIAN ISTANA CLUSTER MOCCA VRBANA SURABAYA

LT: 105

LB: 150

DIMENSI: 7X15 

KT: 2+1

KM: 2+1

HADAP: SELATAN 

AIR: PAM

SERTIFIKAT: SHM

- 2 LANTAI

- RUANG TAMU

- RUANG MAKAN

- GUDANG

- DAPUR BERSIH

- DAPUR KOTOR

- CARPORT DAN CANOPY

- SERVICE AREA TERPISAH

- ROW JALAN 2.5 MOBIL

- ADA KOLAM RENANG DI DALAM CLUSTER

- BENTUK KOTAK 

HARGA: 2.1M NEGO"
241225-BRPI00109,6/24/25 12:39,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,TAMAN PONDOK INDAH,Rumah,Jual,120,200,5,2,"1,850,000,000",Sale,SHM,RUMAH 2 LANTAI TAMAN PONDOK INDAH SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH TAMAN PONDOK INDAH SURABAYA

LT: 120

LB: 200 

KT: 5

KM: 2

HADAP: SELATAN

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- KOSONGAN

- 2 LANTAI

- ROW JALAN 2 MOBIL

HARGA: 1.85M (NEGO TIPIS)"
241225-BRPI00108,6/24/25 12:38,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,KENCANASARI TIMUR X,Rumah,Jual,216,160,3+1,1+1,"2,700,000,000",Sale,SHM,RUMAH KENCANASARI TIMUR SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH KENCANASARI TIMUR X SURABAYA

LT: 216

LB: 160 

KT: 3+1

KM: 1+1

HADAP: SELATAN

LISTRIK: 3200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- FURNISHED

- ADA LINE TELFON

- ROW JALAN 2 MOBIL

- CARPORT 1 MOBIL

- TIDAK TUSUK SATE

- TIDAK KULDESAK

HARGA: 2.7M (NEGO TIPIS)"
241225-BRPI00107,6/24/25 12:38,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,WATERPLACE TOWER B,Apartment,JualSewa,85,85,3,3,"1,200,000,000",Sale,Lain-lain,APARTEMEN WATERPLACE TOWER B SURABAYA,PAM,2200,OPEN,"(JUAL/SEWA) APARTEMEN WATERPLACE TOWER B SURABAYA

LT: 85

LB: 85

KT: 3

KM: 3 

AIR: PAM

SERTIFIKAT: STRATA TITLE

- VIEW POOL

- FULL FURNISHED

- TIPE 3BR

- DEKAT MALL PTC 

HARGA SEWA: 60JT/TH

HARGA JUAL: 1.2M"
241225-BRPI00106,6/24/25 12:38,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Mayjen Sungkono,THE VERTU CIPUTRA WORLD,Apartment,Sewa,26,26,1,1,"70,000,000",Sale,Lain-lain,APARTEMEN THE VERTU CIPUTRA WORLD SURABAYA,PAM,2200,OPEN,"(SEWA) APARTEMEN THE VERTU CIPUTRA WORLD SURABAYA

LT: 26

LB: 26 

KT: 1 (TIPE STDUIO)

KM: 1  

AIR: PAM

- TIPE STUDIO

- VIEW CITY

- FULL FURNISHED

- 1 UNIT AC 1.5PK

- 1 UNIT SMART TV

- KULKAS

- MICROWAVE

- LEMARI WARDOBE

- BALKON DENGAN VIEW CITY

- PERALATAN MEMASAK, KOMPOR LISTRIK

- WATER HEATER

- WIFI

- HARGA SEWA SUDAH TERMASUK WIFI DAN SC

- HARGA SEWA BELUM TERMASUK LISTRIK DAN AIR

HARGA: 70JT/TH NETT"
241225-BRPI00105,6/24/25 12:38,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND BUKIT BALI,Tanah,Jual,304.5,,,,"2,283,750,000",Sale,HGB,TANAH CITRALAND BUKIT BALI SURABAYA,,,OPEN,"(JUAL) TANAH CITRALAND BUKIT BALI SURABAYA

LT: 304.5

DIMENSI: 14.5X21 

HADAP: SELATAN

SERTIFIKAT: HGB

- LOKASI TANAH BUKAN POJOKAN (HOOK) ATAU TUSUK SATE

- SEBELAH LAPANGAN TENNIS

HARGA PER METER: 7.5JT/M2

HARGA TOTAL: 2.283.750.000"
241225-BRPI00104,6/24/25 12:38,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,UNIVERSITAS CIPUTRA TOWER BERKELEY,Apartment,Sewa,31,31,1,1,"33,000,000",Sale,Lain-lain,APARTEMEN UNIVERSITAS CIPUTRA TOWER BERKELEY SURABAYA,PAM,2200,OPEN,"(SEWA) APARTEMEN UNIVERSITAS CIPUTRA TOWER BERKELEY SURABAYA

LT: 31

LB: 31 

KT: 1 (TIPE STUDIO)

KM: 1 

AIR: PAM

- TIPE STUDIO

- FULL FURNISHED

- VIEW CITY

- WATER HEATER

- HARGA SEWA BELUM TERMASUK SC 

HARGA: 33JT/TH NETT"
241225-BRPI00103,6/24/25 12:38,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakis,PAKIS TIRTOSARI,Rumah,Jual,245,245,9,4,"6,300,000,000",Sale,SHM,RUMAH 1.5 LANTAI PAKIS TIRTOSARI SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH PAKIS TIRTOSARI SURABAYA

LT: 245

LB: 245 

KT: 9

KM: 4

HADAP: BARAT 

LISTRIK: 2200WATT + 1300WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1.5 LANTAI

- LOKASI STRATEGIS

- 1 RUANG KANTOR

- 1 RUANG ETALASE COUNTER PULSA

- CARPORT 

HARGA: 6.3M"
241225-BRPI00102,6/24/25 12:37,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Kupang,RAYA DUKUH KUPANG,Ruko,Jual,72,200,,3,"3,100,000,000",Sale,Surat Ijo,RUKO 3 LANTAI RAYA DUKUH KUPANG SURABAYA,PDAM,5500,OPEN,"(JUAL) RUKO RAYA DUKUH KUPANG SURABAYA

LT: 72

LB: 200

DIMENSI: 4X18 

KM: 3

HADAP: BARAT 

LISTRIK: 5500WATT

AIR: PDAM

SERTIFIKAT: SURAT HIJAU

- 3 LANTAI

- FULL FURNISHED

- 9 UNIT AC 

- LOKASI STRATEGIS

HARGA: 3.1M"
241225-BRPI00101,6/24/25 12:37,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Kupang,DUKUH KUPANG,Rumah,Jual,180,125,7,8,"1,800,000,000",Sale,Surat Ijo,RUMAH DUKUH KUPANG SURABAYA,PDAM,1300,OPEN,"(JUAL) RUMAH DUKUH KUPANG SURABAYA

LT: 180

LB: 125

DIMENSI: 9X20 

KT: 7

KM: 8 (7 KM DALAM KT)

HADAP: SELATAN 

LISTRIK: 1300WATT (ADA 7 TOKEN LISTRIK)

AIR: PDAM

SERTIFIKAT: SURAT HIJAU

- 1 LANTAI

- ROW JL DEPAN 12 METER ( 2 MOBIL)

- KOSONGAN

- ADA LAMPU GANTUNG DI RUANG TAMU

- LOKASI STRATEGIS, BISA UNTUK KOS-KOSAN

- DEKAT UNIV WIAJAYA KUSUMA SURABAYA

HARGA: 1.8M"
241225-BRPI00100,6/24/25 12:37,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Margomulyo,MARGOMULYO SURI MULIA,Gudang,Jual,3200,1600,,,"32,000,000,000",Sale,HGB,GUDANG DAN TEMPAT UNTUK SAWMILL MARGOMULYO SURI MULIA SURABAYA,PDAM,3500,OPEN,"(JUAL) GUDANG DAN TEMPAT UNTUK SAWMILL MARGOMULYO SURI MULIA SURABAYA  

LT: 3200

LB: 1600 

SERTIFIKAT: HGB

- LOKASI STRATEGIS

- GUDANG DAN USAHA SAWMILL (PEMOTONGAN KAYU)

- SUDAH ADA PERIZINAN 

HARGA PER METER: 10JT/M2

HARGA TOTAL: 32M"
241225-BRPI00099,6/24/25 12:37,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Margomulyo,MARGOMULYO SURI MULIA,Gudang,Jual,3640,3200,,,"45,500,000,000",Sale,HGB,GUDANG BARU GRESS 0 JL MARGOMULYO SURI MULIA SURABAYA,PAM,3500,OPEN,"(JUAL) GUDANG BARU GRESS 0 JL MARGOMULYO SURI MULIA SURABAYA

LT: 3640

LB: 3200 

AIR: PAM

SERTIFIKAT: HGB

- GUDANG BARU GRESS

- LOKASI STRATEGIS

- GUDANG LUAS

- KOSONGAN 

HARGA PER METER: 12.5JT/M2

HARGA TOTAL: 45.5M"
241225-BRPI00098,6/24/25 12:37,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Kupang,RAYA DUKUH KUPANG BARAT,Rumah,Jual,300,500,4+1,4+1,"4,500,000,000",Sale,Surat Ijo,RUMAH RAYA DUKUH KUPANG BARAT SURABAYA,PDAM,5500,OPEN,"(JUAL) RUMAH RAYA DUKUH KUPANG BARAT SURABAYA

LT: 300

LB: 500

DIMENSI: 12X25 

KT: 4+1

KM: 4+1

HADAP: BARAT

LISTRIK: 5500WATT

AIR: PDAM

SERTIFIKAT: SURAT HIJAU

- 3 LANTAI

- DI LANTAI 3 ADA 4 RUANGAN LAGI UNTUK OFFICE/GUDANG/DLL

- GARASI 1 MOBIL

- CARPORT 2 MOBIL

- SEMUA PINTU KAYU JATI

HARGA: 4.5M "
241225-BRPI00097,6/24/25 12:37,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wisata Bukit Mas,WISATA BUKIT MAS CLUSTER PADDINGTON,Rumah,Jual,50,69,2,2,"2,300,000,000",Sale,SHM,RUMAH WISATA BUKIT MAS CLUSTER PADDINGTON SURABAYA,PAM,2200,OPEN,"(JUAL) RUMAH WISATA BUKIT MAS CLUSTER PADDINGTON SURABAYA

LT: 50

LB: 69 

KT: 2

KM: 2

HADAP: SELATAN 

LISTRIK: 2200WATT (TOKEN)

AIR: PAM

SERTIFIKAT: SHM

- 2 LANTAI

- KONDISI SUDAH RENOVASI DALAM

- PINTU SMART KEY

- 2 UNIT AC

- 2 RANJANG TIDUR

- 1 UNIT TV 43 INCH

-  KOMPOR SET OVEN

- TANDON AIR ATAS UKURAN 1000LITER

- 2 SANYO ATAS DAN BAWAH

- AKSES ROW JALAN TERDEPAN

- DARI PINTU GERBANG KANAN JALAN

HARGA: 2.3M (NEGO TIPIS)"
241225-BRPI00096,6/24/25 12:36,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gayungan,GAYUNGSARI TIMUR IV,Rumah,Jual,325,300,6,4,"10,000,000,000",Sale,SHM,RUMAH GAYUNGSARI TIMUR IV SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH GAYUNGSARI TIMUR IV SURABAYA

LT: 325

LB: 300 

KT: 6

KM: 4

HADAP: BARAT

LISTRIK: 3300WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- FURNISHED

- GARASI 2 MOBIL

- DAPUR BERSIH

- DAPUR KOTOR

- KEMANAN ONE GATE SYSTEM 

HARGA: 10M"
241225-BRPI00095,6/24/25 12:36,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Kupang,DUKUH KUPANG BARAT,Rumah,Jual,240,230,4,3,"3,300,000,000",Sale,Surat Ijo,RUMAH DUKUH KUPANG BARAT SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH DUKUH KUPANG BARAT SURABAYA

LT: 240

LB: 230 

KT: 4

KM: 3

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SURAT HIJAU

- KOSONGAN

- 2 UNIT AC

- ADA TANDON

- DAPUR DAN KITCHEN SET

- KM ADA BATHUP

HARGA: 3.3M"
241225-BRPI00094,6/24/25 12:36,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Genteng,JL SLAMET,Rumah,Jual,525,450,4,3,"15,000,000,000",Sale,SHM,RUMAH STRATEGIS BELAKANG GRAND CITY MALL JL SLAMET SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH JL SLAMET SURABAYA

LT: 525

LB: 450

DIMENSI:15X35 

KT: 4

KM: 3

HADAP: TIMUR

LISTRIK: 3500WATT

AIR: PDAM

SERTIFIKAT: SHM 

- 1 LANTAI

- KOSONGAN

- BELAKANG GRAND CITY

- LOKASI SANGAT STRATEGIS

HARGA: 15M"
241225-BRPI00093,6/24/25 12:36,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dr Sutomo,DR SOETOMO,Rumah,Jual,830,400,5,3,"55,000,000,000",Sale,SHM,RUMAH STRATEGIS JL DR SOETOMO SURABAYA,PDAM,4400,OPEN,"(JUAL) RUMAH JL DR SOETOMO SURABAYA

LT: 830

LB: 400 

KT: 5

KM: 3

HADAP: UTARA

LISTRIK: 4500WATT

AIR: PDAM

SERTIFIKAT: SHM

- BENTUK TANAH KOTAK

- 1 LANTAI

- 2 RUANG TAMU

- 1 RUANG MAKAN

- 1 RUANG KELAURGA

- 2 DAPUR

- GARASI 2 MOBIL

- AREA PARKIR KAPASITAS 6 MOBIL

- LOAKSI STRATEGIS, TENGAH KOTA SURABAYA

HARGA: 55M NEGO"
241225-BRPI00092,6/24/25 12:36,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sukomanunggal,DARMO BARU BARAT IX,Rumah,Jual,360,600,5,3+2,"10,000,000,000",Sale,SHM,RUMAH DAN USAHA BORDIR DI DARMO BARU BARAT SURABAYA,PDAM,10000,OPEN,"(JUAL) RUMAH DAN USAHA BORDIR DI DARMO BARU BARAT IX SURABAYA

LT: 360

LB: 600

DIMENSI: 18X20 

KT: 5

KM: 3+2

HADAP: SELATAN

LISTRIK: 10.000WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 KAVLING 

- 2.5 LANTAI

- RUMAH DAN USAHA BORDIR

- KOSONGAN

- ADA 4 MESIN BORDIR KOMPUTER

- RUMAH TERAWAT

- KONEK DENGAN USAHANYA

HARGA: 10M NEGO"
241225-BRPI00091,6/24/25 12:36,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sukomanunggal,SIMPANG DARMO PERMAI SELATAN,Rumah,Jual,355,415,5+1,4+1,"5,500,000,000",Sale,SHM,RUMAH SIMPANG DARMO PERMAI SELATAN SURABAYA,PDAM,4400,OPEN,"(JUAL) RUMAH SIMPANG DARMO PERMAI SELATAN SURABAYA

LT: 355

LB: 415 

KT: 5+1

KM: 4+1 

LISTRIK: 4400WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- POSISI HOOK

- LOKASI STRATEGIS

HARGA: 5.5M"
241225-BRPI00090,6/24/25 12:36,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,RAYA MENGANTI WIYUNG,Ruko,Jual,174,174,,1,"4,350,000,000",Sale,SHM,RUKO HITUNG TANAH RAYA MENGANTI GOGOR WIYUNG SURABAYA,PDAM,1300,OPEN,"(JUAL) RUKO HITUNG TANAH RAYA MENGANTI GOGOR WIYUNG SURABAYA (DEKAT PERTIGAAN LAMPU MERAH MASTRIP)

LT: 174 

DIMENSI: 6X29 

HADAP: SELATAN 

LISTRIK: 1300WATT

AIR: PDAM

SERTIFIKAT: SHM

- JUAL HITUNG TANAH

- PINGGIR JALAN RAYA MENGANTI WIYUNG, SANGAT STRATEGIS UNTUK USAHA 

HARGA: 4.35M NEGO "
241225-BRPI00089,6/24/25 12:36,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Kupang,DUKUH KUPANG,Rumah,Jual,154,225,13,12+1,"1,800,000,000",Sale,Surat Ijo,RUMAH DUKUH KUPANG SURABAYA,PDAM,1300,OPEN,"(JUAL) RUMAH DUKUH KUPANG SURABAYA

LT: 154

LB: 225

DIMENSI: 7.5X20 

KT: 13

KM: 12+1

HADAP: SELATAN

LISTRIK: 1300WATT X 12

AIR: PDAM

SERTIFIKAT: SURAT HIJAU

- 2 LANTAI

- AC

- WATER HEATER

- SPRING BED

- EX KOS-KOSAN SEBELUM PANDEMI

- ROW JALAN LEBAR 10 MOBIL 

HARGA: 1.8M"
241225-BRPI00088,6/24/25 12:35,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Tandes,GRAND PAKUWON CLUSTER GLADSTONE,Rumah,Jual,60,79,3,2,"1,670,000,000",Sale,SHM,RUMAH GRAND PAKUWON CLUSTER GLADSTONE SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH GRAND PAKUWON CLUSTER GLADSTONE SURABAYA

LT: 60

LB: 79

DIMENSI: 5X12 

KT: 3

KM: 2

HADAP: SELATAN 

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- SEMI FURNISHED

- DIPAKAI USAHA CHILD DAYCARE

- FULLSET PERLENGKAPAN / MAINAN CHILD DAYCARE

- 3 UNIT AC

-  CCTV

- GORDYN

- KASUR

- LAMPU GANTUNG

- WALLPAPER RUANGAN

- CANOPY DEPAN DAN BELAKANG

- ROW JL 3 MOBIL

- CARPORT 1.5 MOBIL

HARGA: 1.670M NETT "
241225-BRPI00087,6/24/25 12:35,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sukomanunggal,SIMPANG DARMO PERMAI SELATAN,Rumah,Jual,240,234,4,2,"4,700,000,000",Sale,SHM,RUMAH SIMPANG DARMO PERMAI SELATAN SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH SIMPANG DARMO PERMAI SELATAN SURABAYA

LT: 240

LB: 234

DIMENSI: 12X20 

KT: 4

KM: 2

HADAP: BARAT 

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- ROW JL 2 MOBIL

- KOSONGAN

HARGA: 4.7M"
241225-BRPI00086,6/24/25 12:35,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,ANDERSON,Apartment,Sewa,27,27,1,1,"40,000,000",Sale,Lain-lain,APARTEMEN ANDERSON STUDIO FURNISHED,PAM,2200,OPEN,"(SEWA) APARTEMEN ANDERSON SURABAYA

LT: 27

LB: 27 

KT: 1 (TIPE STUDIO)

KM: 1 

AIR: PAM

- TIPE STUDIO

- VIEW CITY

- FULL FURNISHED

- AC

- WATER HEATER

- KULKAS

- TV 

- CONNECT PAKUWON MALL

HARGA: 40JT/TH"
241225-BRPI00085,6/24/25 12:35,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,PUNCAK BUKIT GOLF TOWER A,Apartment,Jual,104,104,3,2,"1,300,000,000",Sale,PPJB,APARTEMEN PUNCAK BUKIT GOLF TOWER A SURABAYA,PAM,2200,OPEN,"(JUAL) APARTEMEN PUNCAK BUKIT GOLF TOWER A (2 UNIT DIJEBOL JADI 1)

LT: 104

LB: 104 

KT: 3

KM: 2 

AIR: PAM

SERTIFIKAT: PPJB

- 2 UNIT DIJEBOL JADI 1

- VIEW CITY DAN POOL

- SIAP HUNI

- FURNISHED

HARGA: 1.3M NEGO"
241225-BRPI00084,6/24/25 12:35,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,PONDOK MARITIM CLUSTER BOUGENVILLE,Rumah,Jual,120,120,3,1,"1,250,000,000",Sale,SHM,RUMAH PONDOK MARITIM CLUSTER BOUGENVILLE ,PDAM,1300,OPEN,"(JUAL) RUMAH PONDOK MARITIM CLUSTER BOUGENVILLE SURABAYA

LT: 120

LB: 120

DIMENSI: 8X15 

KT: 3

KM: 1

HADAP: BARAT 

LISTRIK: 1300WATT (TOKEN)

AIR: PDAM

SERTIFIKAT: SHM

- 1.5 LANTAI

- KOSONGAN

- ROW JALAN 2 MOBIL 

HARGA: 1.25M NEGO"
241225-BRPI00083,6/24/25 12:35,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,ORCHARD,Apartment,Sewa,21,21,1,1,"25,000,000",Sale,Lain-lain,APARTEMEN ORCHARD VIEW CITY,PAM,2200,OPEN,"(SEWA) APARTEMEN ORCHARD SURABAYA

LT: 21

LB: 21 

KT: 1 (TIPE STUDIO)

KM: 1 

AIR: PAM

- VIEW CITY

- TIPE STUDIO

- FULL FURNISHED

- SIAP HUNI

HARGA: 25JT/TH NETT"
241225-BRPI00082,6/24/25 12:33,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,ROYAL RESIDENCE CLUSTER HAMPTON,Tanah,Jual,135,,,,"1,485,000,000",Sale,PPJB,TANAH ROYAL RESIDENCE CLUSTER HAMPTON SURABAYA,,,OPEN,"(JUAL) TANAH ROYAL RESIDENCE CLUSTER HAMPTON SURABAYA

LT: 135 

HADAP: BARAT â€“ BARAT DAYA

SERTIFIKAT: PPJB DEVELOPER

- VIEW DANAU

- ST JAMES CANAL PARK

- ROW JALAN 3 MOBIL

- ASRI, LINGKUNGAN ELIT

HARGA PER METER: 11JT/M2

HARGA JUAL:  1.485M"
241225-BRPI00081,6/24/25 12:33,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND NORTHWEST PARK,Rumah,Jual,72,72,3,2,"1,900,000,000",Sale,SHM,RUMAH NORTHWEST PARK CITRALAND SURABAYA,PAM,2200,OPEN,"(JUAL) RUMAH NORTHWEST PARK CITRALAND SURABAYA

LT: 72

LB: 72 

KT: 3

KM: 2 

AIR: PAM

SERTIFIKAT: SHM

- 2 LANTAI

- SEMI FURNISHED

- RUMAH BARU GRESS

- SIAP HUNI

HARGA: 1.9M NETT"
241225-BRPI00080,6/24/25 12:33,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,BABATAN PRATAMA XXII,Rumah,Jual,267,200,3+1,3,"2,400,000,000",Sale,SHM,RUMAH 1 LANTAI BABATAN PRATAMA SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH BABATAN PRATAMA XXII SURABAYA

LT: 267

LB: 200 

KT: 3+1

KM: 3 (2 KM DALAM KT) 

AIR: PDAM

LISTRIK: 2200WATT

SERTIFIKAT: SHM

- 1 LANTAI

- SEMI FURNISHED YANG MENEMPEL

- GARASI6

- CARPORT

- ROW JALAN LEBAR 

HARGA: 2.4M NETT"
241225-BRPI00079,6/24/25 12:33,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Tandes,GRAND PAKUWON CLUSTER SOUTH VICTORY,Rumah,Jual,160,256,5+1,4+1,"3,000,000,000",Sale,SHM,RUMAH GRAND PAKUWON SOUTH VICTORY SURABAYA,PAM,2200,OPEN,"(JUAL) RUMAH GRAND PAKUWON CLUSTER SOUTH VICTORY SURABAYA

LT: 160

LB: 256 

KT: 5+1

KM: 4+1

HADAP: SELATAN

AIR: PAM

SERTIFIKAT: SHM

- 2 LANTAI

- KOSONGAN

- CARPORT 2 MOBIL

- ROW JALAN 8 METER

- CLUSTER TERDEPAN PREMIUM

- KEMANAN ONE GATE SYSTEM 

HARGA: 3M NEGO"
241225-BRPI00078,6/24/25 12:33,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND TAMAN PUSPA RAYA,Rumah,Jual,105,170,3+1,2+1,"3,300,000,000",Sale,SHM,RUMAH TAMAN PUSPA RAYA CITRALAND SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH TAMAN PUSPA RAYA CITRALAND SURABAYA

LT: 105

LB: 170

DIMENSI:7X15 

KT: 3+1

KM: 2+1

HADAP: SELATAN 

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- SEMI FURNISHED

- AC

- KITCHEN SET

- BUFET TV

- GARASI 1

- CARPORT 1 

- ROW JALAN 3 MOBIL

HARGA: 3.3M"
241225-BRPI00077,6/24/25 12:33,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sukomanunggal,PLAZA SEGI 8,Ruko,JualSewa,32.4,96,,3,"1,100,000,000",Sale,HGB,RUKO PLAZA SEGI 8 SURABAYA,PDAM,2200,OPEN,"(JUAL/SEWA) RUKO PLAZA SEGI 8 SURABAYA

LT: 32.4

LB: 96

DIMENSI: 4.5X7.2 

KM: 3

HADAP: SELATAN

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: HGB

- 3 LANTAI

- KOSONGAN

- LOKASI STRETEGIS

HARGA SEWA: 60JT/TH NETT (MIN SEWA 2TH)

HARGA JUAL: 1.1M NETT"
241225-BRPI00076,6/24/25 12:32,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Kebraon,GRAND HARVEST CLUSTER BELVOIR,Rumah,Jual,108,68,2,1,"1,600,000,000",Sale,SHM,RUMAH GRAND HARVEST CLUSTER BELVOIR SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH GRAND HARVEST CLUSTER BELVOIR SURABAYA

LT: 108

LB: 68

DIMENSI: 6X18 

KT: 2

KM: 1

HADAP: UTARA 

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- KOSONGAN

- LUAS BANGUNAN 1 LANTAI 49M + EXTENSION TERAS BELAKANG + KANOPI

HARGA: 1.6M NETT"
