,ID,Area Category,Rank Area Category,Luas Tanah (m2),Luas Bangunan (m2),Jumlah Kamar,Jumlah Km Mandi,Tingkat/Lantai,Harga rata2 Komunitas,Harga Dipasarkan (dari Owner),Harga Terjual,Terjual/Belum,Encode Terjual/Belum,Status Kepemilikan,Rank Status Kepemilikan,Arah Hadap Rumah,Rank Arah Hadap Rumah,Posisi Rumah,Rank Posisi Rumah,Lebar Jalan Depan Rumah (ROW),Pemilik Butuh Uang (Urgent),Encode Butuh Uang,Umur Bangunan,Siap Huni (Y/N),Furnish  (Y/N),Encode Furnish,Listed Berapa Lama,Encode Listed,Fasilitas Publik
147,,2,2,200.0,200.0,7,4,2.0,3200.0,2500.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,1,1,1,1,12.0,1
148,,2,2,104.0,180.0,4,4,3.0,2500.0,2500.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,1,0,0,1,2.0,1
149,,2,2,128.0,150.0,6,4,1.5,1750.0,1750.0,0.0,0,0,3,5,1,1,5,6,2,1,1.0,3.0,1,0,0,1,3.0,1
150,,4,4,680.0,1000.0,6,5,2.0,35000.0,35000.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,2.0,1,1,1,1,2.0,2
151,,3,3,210.0,200.0,14,4,1.5,3000.0,3000.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,3.0,1,0,0,1,2.0,1
152,,3,3,60.0,120.0,3,3,2.0,4250.0,4250.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,3.0,1,0,0,1,3.0,1
153,,2,2,80.0,106.0,3,2,2.0,1500.0,1500.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,1.0,1,0,0,1,1.0,1
154,,4,4,900.0,1100.0,5,6,2.0,58000.0,58000.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,1.0,1,1,1,1,2.0,1
155,,2,2,112.0,200.0,5,4,2.0,3350.0,3350.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,1.0,1,1,1,1,2.0,1
156,,2,2,97.0,50.0,2,1,1.0,1149.0,1149.0,0.0,0,0,2,3,4,4,5,6,2,1,1.0,1.0,1,0,0,1,2.0,0
157,,2,2,180.0,153.0,4,1,1.5,1600.0,1600.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,2.0,1,0,0,1,5.0,0
158,,3,3,630.0,700.0,5,5,2.0,5500.0,5500.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,2.0,1,1,1,1,2.0,0
159,,2,2,120.0,125.0,4,2,2.0,2000.0,1800.0,0.0,0,0,2,3,4,4,5,6,2,1,1.0,1.0,1,0,0,1,2.0,0
160,,2,2,122.0,167.0,4,4,2.0,2300.0,2300.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,1.0,1,0,0,1,2.0,0
161,,2,2,134.0,200.0,6,4,2.0,1800.0,1600.0,0.0,0,0,3,5,4,4,4,4,3,1,1.0,2.0,1,0,0,1,3.0,0
162,,2,2,153.0,240.0,5,5,2.0,2950.0,2950.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,1,0,0,1,3.0,0
163,,2,2,210.0,180.0,4,3,2.0,2800.0,2800.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,2.0,1,0,0,1,2.0,1
164,,2,2,180.0,130.0,4,2,2.0,1600.0,1600.0,0.0,0,0,3,5,1,1,4,4,2,1,1.0,2.0,1,0,0,1,4.0,0
165,,3,3,400.0,300.0,8,7,2.0,6500.0,6500.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,1,0,0,1,3.0,2
166,,3,3,162.0,245.0,5,4,2.0,3000.0,2900.0,0.0,0,0,2,3,4,4,5,6,3,1,1.0,1.0,1,1,1,1,1.0,0
167,,3,3,240.0,280.0,5,4,2.0,5500.0,5000.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,1.0,1,1,1,1,1.0,0
168,,3,3,234.0,270.0,5,5,2.0,4350.0,4500.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,2.0,1,0,0,1,2.0,0
169,,3,3,240.0,288.0,5,5,2.0,4750.0,4750.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,2.0,1,1,1,1,2.0,1
170,,2,2,96.0,137.0,4,4,2.0,1700.0,1700.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,1.0,1,1,1,1,3.0,0
171,,3,3,210.0,118.0,4,3,1.0,3100.0,3100.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,1.0,1,0,0,1,2.0,0
172,,2,2,180.0,100.0,3,2,1.0,2150.0,2150.0,0.0,0,0,3,5,2,2,5,6,2,1,1.0,3.0,0,0,0,1,6.0,0
173,,3,3,144.0,150.0,4,3,2.0,3000.0,3000.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,2.0,1,0,0,1,5.0,2
174,,4,4,1200.0,2000.0,36,36,3.0,15000.0,13000.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,2.0,1,1,1,1,7.0,2
175,,3,3,187.0,250.0,5,5,2.0,3300.0,3100.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,1.0,1,1,1,1,3.0,0
176,,2,2,75.0,120.0,3,3,2.0,1400.0,1400.0,0.0,0,0,3,5,1,1,5,6,2,1,1.0,1.0,1,0,0,1,1.0,0
177,,3,3,210.0,350.0,5,6,2.0,5250.0,5250.0,0.0,0,0,2,3,1,1,5,6,3,1,1.0,1.0,1,0,0,1,1.0,0
178,,4,4,420.0,700.0,5,6,2.0,9500.0,9500.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,2.0,1,1,1,1,5.0,0
179,,4,4,360.0,450.0,5,6,2.0,8500.0,8500.0,0.0,0,0,3,5,4,4,4,4,3,1,1.0,1.0,1,0,0,1,4.0,0
180,,3,3,248.0,300.0,5,5,2.0,4750.0,5000.0,0.0,0,0,3,5,4,4,4,4,3,1,1.0,1.0,1,0,0,1,2.0,0
181,,3,3,200.0,280.0,4,4,2.0,3850.0,3850.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,2.0,1,1,1,1,5.0,1
182,,2,2,135.0,185.0,5,4,2.0,2600.0,2600.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,2.0,1,0,0,1,1.0,0
183,,4,4,310.0,425.0,5,4,2.0,9000.0,8500.0,0.0,0,0,3,5,4,4,4,4,3,1,1.0,2.0,1,0,0,1,4.0,1
184,,2,2,84.0,70.0,3,2,2.0,990.0,990.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,1.0,1,0,0,1,1.0,0
185,,3,3,201.0,225.0,6,5,2.0,4900.0,4900.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,1,0,0,1,1.0,0
186,,2,2,90.0,100.0,3,2,1.5,1000.0,1000.0,0.0,0,0,3,5,2,2,5,6,2,1,1.0,2.0,1,0,0,1,4.0,0
187,,1,1,72.0,50.0,2,1,1.0,575.0,575.0,0.0,0,0,3,5,1,1,5,6,2,1,1.0,1.0,1,0,0,1,1.0,0
188,,1,1,72.0,93.0,2,1,1.5,450.0,450.0,0.0,0,0,3,5,2,2,5,6,2,1,1.0,3.0,1,0,0,1,5.0,0
189,,2,2,180.0,146.0,4,3,2.0,2500.0,2500.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,2.0,1,0,0,1,2.0,2
190,,2,2,78.0,50.0,2,1,1.0,975.0,975.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,2.0,1,0,0,1,3.0,0
191,,2,2,205.0,203.0,4,2,2.0,1150.0,1150.0,0.0,0,0,3,5,3,3,5,6,2,1,1.0,2.0,0,0,0,1,12.0,1
192,,3,3,198.0,350.0,7,4,2.0,3400.0,3400.0,0.0,0,0,3,5,4,4,1,1,3,1,1.0,2.0,1,1,1,1,4.0,2
193,,3,3,198.0,350.0,6,6,2.0,3600.0,3600.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,2.0,1,1,1,1,2.0,1
194,,3,3,280.0,222.0,4,2,2.0,3500.0,3100.0,0.0,0,0,4,4,4,4,5,6,3,1,1.0,3.0,0,0,0,1,1.0,1
195,,4,4,304.0,330.0,5,4,2.0,6000.0,6000.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,2.0,1,1,1,1,1.0,0
196,,2,2,100.0,160.0,4,3,2.0,1250.0,1250.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,1.0,1,1,1,1,1.0,1
197,,4,4,312.0,475.0,6,7,2.5,6700.0,6700.0,0.0,0,0,4,4,2,2,5,6,3,1,1.0,2.0,1,1,1,1,2.0,1
198,,4,4,360.0,380.0,6,4,3.0,8700.0,8700.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,1,0,0,1,2.0,1
199,,2,2,400.0,250.0,4,1,1.0,2500.0,2500.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,2.0,1,0,0,1,2.0,0
200,,2,2,72.0,50.0,1,2,1.0,1400.0,1400.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,1.0,1,0,0,1,2.0,0
201,,2,2,144.0,120.0,4,2,1.5,2200.0,2200.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,1.0,1,1,1,1,2.0,0
202,,2,2,105.0,80.0,3,2,1.5,1250.0,1250.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,1.0,1,0,0,1,1.0,0
203,,3,3,375.0,353.0,4,3,2.0,4000.0,4000.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,3.0,0,0,0,1,2.0,0
204,,3,3,352.0,500.0,6,4,3.0,6500.0,6500.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,1,1,1,1,4.0,0
205,,2,2,135.0,170.0,5,4,2.0,2850.0,2850.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,2.0,1,0,0,1,2.0,0
206,,4,4,300.0,312.0,5,5,2.0,12000.0,12000.0,0.0,0,0,2,3,2,2,5,6,3,1,1.0,2.0,1,1,1,1,2.0,0
207,,3,3,240.0,200.0,6,3,2.0,3300.0,3300.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,1.0,1,0,0,1,1.0,1
208,,4,4,375.0,400.0,5,4,2.0,8500.0,8500.0,0.0,0,0,4,4,3,3,5,6,3,1,1.0,1.0,1,0,0,1,1.0,0
209,,2,2,138.0,138.0,3,2,1.0,1650.0,1650.0,0.0,0,0,3,5,2,2,5,6,2,1,1.0,2.0,1,0,0,1,1.0,0
210,,3,3,350.0,450.0,6,3,2.0,4700.0,4700.0,0.0,0,0,3,5,2,2,4,4,2,1,1.0,2.0,1,0,0,1,1.0,2
211,,3,3,397.0,297.0,7,4,2.0,6800.0,6800.0,0.0,0,0,4,4,1,1,5,6,3,1,1.0,2.0,1,0,0,1,1.0,0
212,,3,3,198.0,350.0,7,4,2.0,3400.0,3400.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,1.0,1,0,0,1,1.0,0
213,,3,3,350.0,450.0,5,5,2.0,5200.0,5200.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,1.0,1,1,1,1,1.0,2
214,,3,3,303.0,220.0,6,6,2.0,3300.0,3300.0,0.0,0,0,3,5,3,3,5,6,2,1,1.0,1.0,1,0,0,1,1.0,2
215,,3,3,351.0,198.0,4,3,1.0,4900.0,4900.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,2.0,1,0,0,1,1.0,1
216,,3,3,200.0,300.0,5,4,2.0,4250.0,4250.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,2.0,1,0,0,1,1.0,2
217,,2,2,60.0,50.0,2,1,1.0,750.0,750.0,0.0,0,0,3,5,3,3,5,6,2,1,1.0,1.0,1,0,0,1,1.0,0
218,,2,2,70.0,120.0,4,4,2.0,1500.0,1500.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,2.0,1,0,0,1,1.0,0
219,,2,2,210.0,210.0,5,2,1.5,1500.0,1500.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,2.0,1,0,0,1,1.0,0
220,,3,3,230.0,270.0,4,4,2.0,5500.0,5500.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,1.0,1,1,1,1,1.0,0
221,,2,2,120.0,140.0,4,4,1.0,2500.0,2500.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,1.0,1,0,0,1,1.0,1
222,,3,3,360.0,600.0,6,7,2.0,11000.0,13500.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,1,3.0,2
223,,3,3,792.0,500.0,6,5,2.0,20000.0,17000.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,3.0,1,1,1,1,6.0,2
224,,3,3,252.0,290.0,5,4,2.0,6000.0,7250.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,2.0,1,0,0,1,3.0,2
225,,3,3,300.0,450.0,4,4,2.0,8000.0,7000.0,6300.0,1,1,3,5,2,2,5,6,3,1,1.0,3.0,1,0,0,1,6.0,2
226,,4,4,2000.0,1475.0,8,9,2.0,120000.0,105000.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,2.0,0,0,0,1,3.0,2
227,,3,3,450.0,400.0,5,5,2.0,12000.0,11500.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,2.0,1,0,0,1,6.0,2
228,,3,3,252.0,270.0,5,4,2.0,5500.0,5000.0,0.0,0,0,4,4,4,4,1,1,3,0,0.0,2.0,1,1,1,1,12.0,2
229,,3,3,875.0,600.0,7,5,2.0,20000.0,18000.0,0.0,0,0,4,4,3,3,5,6,3,0,0.0,3.0,0,0,0,1,12.0,2
230,,3,3,412.0,370.0,5,4,2.0,11000.0,9800.0,0.0,0,0,3,5,3,3,4,4,3,1,1.0,2.0,1,0,0,1,6.0,2
231,,3,3,375.0,300.0,5,4,2.0,10000.0,11000.0,8900.0,1,1,4,4,4,4,5,6,3,1,1.0,2.0,1,0,0,1,2.0,2
232,,3,3,240.0,200.0,5,4,2.0,5000.0,5500.0,0.0,0,0,4,4,2,2,5,6,3,0,0.0,1.0,1,0,0,1,4.0,1
233,,3,3,210.0,180.0,4,2,2.0,4500.0,3600.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,2.0,1,0,0,1,6.0,2
234,,3,3,171.0,120.0,4,2,2.0,2400.0,2600.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,1,3.0,2
235,,3,3,105.0,70.0,2,1,1.0,1200.0,1400.0,1000.0,1,1,3,5,2,2,5,6,2,1,1.0,3.0,1,0,0,1,3.0,1
236,,3,3,450.0,370.0,6,4,2.0,8500.0,9000.0,7300.0,1,1,3,5,1,1,1,1,3,1,1.0,3.0,1,0,0,1,12.0,2
237,,4,4,800.0,1200.0,8,7,2.0,30000.0,40000.0,0.0,0,0,4,4,4,4,5,6,3,0,0.0,2.0,1,1,1,1,12.0,1
238,,3,3,90.0,120.0,4,2,2.0,1800.0,2000.0,0.0,0,0,2,3,2,2,5,6,3,0,0.0,1.0,1,0,0,1,5.0,1
239,,2,2,90.0,100.0,3,2,2.0,1500.0,1600.0,0.0,0,0,2,3,4,4,5,6,3,1,1.0,1.0,1,0,0,1,2.0,1
240,,2,2,120.0,100.0,3,2,2.0,2000.0,2400.0,0.0,0,0,2,3,2,2,5,6,3,0,0.0,1.0,1,1,1,1,6.0,1
241,,2,2,72.0,45.0,2,1,1.0,850.0,900.0,0.0,0,0,2,3,2,2,1,1,2,0,0.0,2.0,1,0,0,1,12.0,1
242,,3,3,252.0,250.0,5,3,2.0,5000.0,4500.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,2.0,1,1,1,1,12.0,1
243,,3,3,240.0,200.0,5,3,2.0,5000.0,5500.0,4800.0,1,1,4,4,2,2,5,6,3,0,0.0,1.0,1,0,0,1,6.0,1
244,,3,3,128.0,160.0,4,3,2.0,3600.0,4000.0,0.0,0,0,2,3,2,2,5,6,3,0,0.0,1.0,1,0,0,1,4.0,1
245,,3,3,600.0,780.0,7,6,2.0,12500.0,14000.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,2,12.0,1
246,,3,3,200.0,220.0,5,3,2.0,4000.0,3300.0,0.0,0,0,3,5,1,1,2,3,3,1,1.0,2.0,0,0,0,1,8.0,1
247,,3,3,240.0,200.0,4,2,2.0,5000.0,4800.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,2.0,1,0,0,1,3.0,1
248,,3,3,800.0,1000.0,7,7,2.0,25000.0,23000.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,2.0,1,1,1,1,12.0,1
249,,3,3,240.0,200.0,4,2,2.0,5000.0,5500.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,1,12.0,1
250,,3,3,144.0,180.0,5,3,2.0,2800.0,3300.0,0.0,0,0,2,3,4,4,5,6,3,0,0.0,2.0,1,1,1,1,8.0,1
251,,3,3,128.0,160.0,5,4,2.5,2800.0,3200.0,0.0,0,0,2,3,3,3,5,6,3,0,0.0,1.0,1,1,1,1,4.0,1
252,,3,3,90.0,120.0,3,2,2.0,1400.0,1700.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,2.0,1,0,0,1,6.0,1
253,,2,2,180.0,100.0,4,2,1.0,2100.0,1900.0,0.0,0,0,3,5,2,2,5,6,2,1,1.0,3.0,1,0,0,1,2.0,1
254,,2,2,225.0,300.0,5,4,2.0,2800.0,2800.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,3.0,1,1,1,1,3.0,1
255,,2,2,120.0,100.0,4,2,2.0,1500.0,1600.0,1200.0,1,1,3,5,1,1,5,6,2,1,1.0,2.0,1,0,0,1,6.0,1
256,,3,3,800.0,550.0,7,4,2.0,22000.0,25000.0,17000.0,1,1,3,5,1,1,5,6,3,1,1.0,3.0,1,0,0,1,6.0,2
257,,2,2,180.0,240.0,4,4,2.0,2200.0,3000.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,3.0,1,0,0,1,3.0,1
258,,2,2,135.0,220.0,4,3,2.0,1800.0,1900.0,0.0,0,0,3,5,4,4,5,6,2,0,0.0,3.0,1,1,1,1,2.0,0
259,,2,2,90.0,120.0,4,2,2.0,1700.0,1800.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,3.0,1,0,0,1,12.0,1
260,,2,2,120.0,85.0,3,2,1.0,1100.0,900.0,0.0,0,0,3,5,1,1,1,1,2,1,1.0,3.0,0,0,0,1,14.0,1
261,,2,2,264.0,400.0,5,5,2.0,2800.0,3700.0,0.0,0,0,3,5,2,2,4,4,2,0,0.0,1.0,1,0,0,1,4.0,1
262,,2,2,240.0,400.0,5,4,2.0,4800.0,5000.0,4800.0,1,1,3,5,4,4,5,6,3,0,0.0,1.0,1,1,1,1,3.0,0
263,,2,2,300.0,200.0,5,3,1.0,4500.0,4500.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,3.0,1,1,1,1,6.0,1
264,,2,2,600.0,450.0,7,5,1.0,7000.0,6800.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,1,0,0,1,2.0,0
265,,2,2,240.0,180.0,4,4,1.0,3800.0,3500.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,2.0,1,0,0,1,7.0,1
266,,2,2,320.0,385.0,6,4,1.0,3200.0,3000.0,0.0,0,0,3,5,2,2,4,4,3,1,1.0,2.0,1,0,0,1,6.0,0
267,,2,2,240.0,400.0,5,4,2.0,5000.0,5500.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,1.0,1,0,0,1,3.0,0
268,,2,2,360.0,200.0,5,3,1.0,4800.0,5200.0,0.0,0,0,3,5,3,3,4,4,3,0,0.0,2.0,1,0,0,1,3.0,1
269,,3,3,400.0,700.0,7,5,2.0,7000.0,7500.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,1,3.0,1
270,,3,3,500.0,680.0,7,4,2.0,8000.0,9000.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,1,12.0,0
271,,1,1,300.0,215.0,4,4,1.0,3000.0,2700.0,0.0,0,0,3,5,2,2,5,6,3,1,1.0,3.0,1,1,1,1,6.0,0
272,,3,3,144.0,200.0,4,4,2.0,3600.0,4000.0,0.0,0,0,4,4,2,2,5,6,3,0,0.0,1.0,1,0,0,1,4.0,1
273,,3,3,144.0,216.0,4,4,2.0,3600.0,4200.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,2.0,1,0,0,1,2.0,1
274,,3,3,180.0,242.0,5,4,2.0,4500.0,4300.0,0.0,0,0,3,5,3,3,5,6,3,1,1.0,2.0,1,0,0,1,6.0,1
275,,3,3,180.0,236.0,5,4,2.0,4500.0,5000.0,0.0,0,0,4,4,1,1,5,6,3,0,0.0,2.0,1,1,1,1,6.0,1
276,,3,3,240.0,400.0,5,4,2.0,6000.0,7800.0,0.0,0,0,2,3,4,4,5,6,3,0,0.0,1.0,1,0,0,1,8.0,1
277,,3,3,240.0,420.0,5,4,2.0,6000.0,7000.0,0.0,0,0,2,3,2,2,5,6,3,0,0.0,1.0,1,1,1,1,6.0,1
278,,3,3,450.0,800.0,6,3,2.0,11000.0,11500.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,2.0,1,0,0,1,6.0,1
279,,3,3,600.0,1000.0,8,6,2.0,15000.0,18000.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,1,12.0,1
280,,3,3,240.0,400.0,5,4,2.0,4500.0,4300.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,2.0,1,0,0,1,6.0,1
281,,3,3,870.0,1450.0,8,6,2.0,23000.0,30000.0,0.0,0,0,3,5,2,2,4,4,3,0,0.0,2.0,1,1,1,1,6.0,1
282,,3,3,210.0,200.0,5,5,2.0,5000.0,5500.0,0.0,0,0,4,4,2,2,5,6,3,0,0.0,1.0,1,0,0,1,4.0,1
283,,3,3,252.0,180.0,4,2,2.0,4500.0,3600.0,3500.0,1,1,3,5,2,2,5,6,3,1,1.0,2.0,1,0,0,1,6.0,2
284,,2,2,135.0,110.0,4,2,2.0,2100.0,2000.0,1800.0,1,1,2,3,4,4,5,6,3,1,1.0,2.0,1,0,0,1,3.0,2
285,,2,2,105.0,100.0,2,1,2.0,1500.0,1400.0,1100.0,1,1,3,5,2,2,5,6,2,1,1.0,3.0,1,0,0,1,3.0,1
286,,3,3,300.0,700.0,6,4,2.5,7000.0,7800.0,7200.0,1,1,3,5,3,3,5,6,3,1,1.0,1.0,1,0,0,1,4.0,2
287,,3,3,600.0,900.0,8,7,2.0,18000.0,21000.0,0.0,0,0,4,4,4,4,5,6,3,0,0.0,2.0,1,1,1,1,12.0,1
288,,3,3,90.0,120.0,4,2,2.0,1800.0,2000.0,0.0,0,0,2,3,2,2,5,6,3,0,0.0,1.0,1,0,0,1,5.0,1
289,,2,2,90.0,100.0,3,2,2.0,1500.0,1600.0,0.0,0,0,2,3,4,4,5,6,3,1,1.0,1.0,1,0,0,1,2.0,1
290,,2,2,120.0,100.0,3,2,2.0,2000.0,2400.0,0.0,0,0,2,3,2,2,5,6,3,0,0.0,1.0,1,0,0,1,6.0,1
291,,2,2,135.0,180.0,4,2,2.0,2200.0,2100.0,0.0,0,0,2,3,2,2,5,6,2,0,0.0,1.0,1,0,0,1,3.0,1
292,,3,3,144.0,180.0,5,3,2.0,2800.0,3300.0,0.0,0,0,2,3,4,4,5,6,3,0,0.0,2.0,1,1,1,1,8.0,1
293,,3,3,128.0,160.0,5,4,2.5,2800.0,3200.0,0.0,0,0,2,3,3,3,5,6,3,0,0.0,1.0,1,1,1,1,4.0,1
294,,3,3,128.0,161.0,4,2,2.0,2400.0,2800.0,2200.0,1,1,2,3,4,4,5,6,3,1,1.0,2.0,1,0,0,1,3.0,1
295,,3,3,300.0,450.0,5,4,2.0,6000.0,6400.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,1,1,1,3.0,1
296,,3,3,198.0,200.0,5,4,2.5,3000.0,3200.0,0.0,0,0,2,3,4,4,4,4,3,0,0.0,1.0,1,0,0,1,4.0,1
297,,2,2,90.0,115.0,4,4,2.0,1600.0,1850.0,0.0,0,0,3,5,4,4,5,6,2,0,0.0,1.0,1,0,0,1,6.0,1
298,,2,2,90.0,132.0,4,2,2.0,1600.0,1900.0,0.0,0,0,3,5,4,4,5,6,2,0,0.0,1.0,1,0,0,1,6.0,1
299,,2,2,90.0,120.0,4,2,2.0,1600.0,1900.0,0.0,0,0,3,5,4,4,5,6,2,0,0.0,1.0,1,0,0,1,6.0,1
300,,2,2,180.0,100.0,4,2,1.0,2100.0,1900.0,0.0,0,0,3,5,2,2,5,6,2,1,1.0,3.0,1,0,0,1,2.0,1
301,,2,2,225.0,300.0,5,4,2.0,2800.0,2800.0,0.0,0,0,3,5,4,4,4,4,3,0,0.0,2.0,1,1,1,1,3.0,1
302,,2,2,162.0,130.0,4,2,2.0,1500.0,1300.0,1200.0,1,1,3,5,1,1,5,6,2,1,1.0,3.0,0,0,0,1,2.0,1
303,,3,3,800.0,1000.0,7,4,2.0,22000.0,28000.0,0.0,0,0,3,5,1,1,5,6,3,1,1.0,3.0,1,0,0,1,6.0,2
304,,3,3,775.0,580.0,7,5,2.0,20000.0,25000.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,3.0,1,0,0,2,12.0,2
305,,3,3,1000.0,1300.0,8,6,2.0,25000.0,32000.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,3.0,1,0,0,1,10.0,2
306,,3,3,800.0,923.0,7,6,2.0,22000.0,25000.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,3.0,1,0,0,1,3.0,2
307,,3,3,144.0,180.0,5,3,2.0,2400.0,2900.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,2.0,1,1,1,1,8.0,1
308,,3,3,128.0,160.0,5,4,2.5,2200.0,2600.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,1.0,1,1,1,1,4.0,1
309,,3,3,128.0,161.0,4,2,2.0,2400.0,2800.0,2200.0,1,1,3,5,4,4,5,6,3,1,1.0,1.0,1,0,0,1,6.0,1
310,,3,3,180.0,160.0,4,2,2.0,2100.0,1900.0,1600.0,0,0,3,5,1,1,1,1,3,0,0.0,2.0,1,1,1,1,3.0,1
311,,3,3,198.0,200.0,5,4,2.5,3000.0,3200.0,0.0,0,0,3,5,4,4,4,4,3,0,0.0,2.0,1,0,0,1,4.0,1
312,,3,3,252.0,250.0,5,4,2.0,5000.0,4700.0,4400.0,1,1,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,2,12.0,1
313,,3,3,240.0,360.0,5,3,2.5,5000.0,5500.0,0.0,0,0,4,4,2,2,5,6,3,0,0.0,1.0,1,0,0,1,8.0,1
314,,3,3,128.0,160.0,4,3,2.0,3600.0,4100.0,0.0,0,0,2,3,3,3,5,6,3,0,0.0,1.0,1,0,0,1,4.0,1
315,,3,3,450.0,600.0,7,6,2.0,10000.0,11200.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,2.0,1,0,0,1,10.0,1
316,,3,3,200.0,312.0,5,3,2.0,4000.0,4600.0,0.0,0,0,3,5,4,4,5,6,3,1,1.0,2.0,0,0,0,1,3.0,1
317,,4,4,180.0,700.0,0,4,4.0,15000.0,17500.0,0.0,0,0,4,4,4,4,5,6,3,0,0.0,1.0,1,0,0,1,6.0,2
318,,4,4,180.0,625.0,0,3,3.5,14000.0,16000.0,0.0,0,0,4,4,4,4,5,6,3,0,0.0,2.0,1,0,0,1,6.0,2
