,ID,Area Category,Rank Area Category,Luas Tanah (m2),Luas Bangunan (m2),Jumlah Kamar,Jumlah Km Mandi,Tingkat/Lantai,Harga rata2 Komunitas,Harga Dipasarkan (dari Owner),Harga Terjual,Terjual/Belum,Encode Terjual/Belum,Status Kepemilikan,Rank Status Kepemilikan,Arah Hadap Rumah,Rank Arah Hadap Rumah,Posisi Rumah,Rank Posisi Rumah,Lebar Jalan Depan Rumah (ROW),Pemilik Butuh Uang (Urgent),Encode Butuh Uang,Umur Bangunan,Siap Huni (Y/N),Furnish  (Y/N),Encode Furnish,Listed Berapa Lama,Encode Listed,Fasilitas Publik
319,,4,4,360.0,1500.0,0,3,4.0,30000.0,32000.0,0.0,0,0,4,4,4,4,5,6,3,0,0.0,1.0,1,0,0,2,12.0,2
320,,3,3,144.0,200.0,4,4,2.0,3300.0,3600.0,0.0,0,0,4,4,3,3,5,6,3,0,0.0,2.0,1,0,0,1,6.0,1
321,,3,3,162.0,220.0,5,4,2.0,3600.0,3500.0,0.0,0,0,4,4,1,1,5,6,3,0,0.0,2.0,1,1,1,1,7.0,1
322,,2,2,120.0,150.0,4,3,2.0,1800.0,1690.0,1670.0,0,0,2,3,3,3,5,6,3,0,0.0,,1,0,0,1,,0
323,,2,2,105.0,140.0,3,3,2.0,1500.0,1390.0,1350.0,0,0,3,5,3,3,5,6,3,0,0.0,,1,0,0,1,,0
324,,3,3,230.0,280.0,3,3,2.0,4500.0,3300.0,3200.0,0,0,4,4,3,3,5,6,2,1,1.0,,1,0,0,1,,1
325,,3,3,210.0,280.0,3,3,2.0,4500.0,3850.0,3800.0,0,0,3,5,4,4,5,6,3,0,0.0,,1,1,1,1,,1
326,,2,2,258.0,258.0,3,3,1.0,4500.0,3000.0,2900.0,0,0,3,5,2,2,1,1,2,1,1.0,,0,0,0,1,,1
327,,2,2,225.0,200.0,3,2,1.0,2500.0,1775.0,1700.0,1,1,3,5,3,3,5,6,2,1,1.0,,1,0,0,1,,0
328,,3,3,171.0,155.0,3,3,2.0,4000.0,2950.0,2950.0,1,1,3,5,3,3,5,6,3,1,1.0,,1,0,0,1,,1
329,,3,3,171.0,245.0,4,3,2.0,3500.0,3000.0,3000.0,0,0,3,5,4,4,5,6,2,1,1.0,,1,1,1,1,,1
330,,3,3,171.0,219.0,4,3,2.0,3500.0,3500.0,3400.0,0,0,4,4,2,2,5,6,2,0,0.0,,1,0,0,1,,1
331,,3,3,300.0,250.0,3,3,2.0,5000.0,4800.0,4700.0,0,0,4,4,4,4,4,4,2,0,0.0,,1,0,0,1,,0
332,,3,3,240.0,280.0,4,3,2.0,4200.0,3900.0,3850.0,1,1,3,5,2,2,5,6,2,0,0.0,,1,0,0,1,,1
333,,3,3,240.0,360.0,4,3,2.0,4000.0,3500.0,3450.0,1,1,4,4,2,2,5,6,2,1,1.0,,1,0,0,1,,1
334,,3,3,200.0,258.0,4,3,2.0,3500.0,3750.0,3700.0,0,0,2,3,2,2,5,6,2,0,0.0,,1,0,0,1,,1
335,,3,3,150.0,192.0,3,2,2.0,3500.0,3500.0,3400.0,0,0,4,4,2,2,5,6,3,0,0.0,,1,0,0,1,,1
336,,3,3,426.0,350.0,4,3,2.0,7500.0,7500.0,7300.0,0,0,4,4,3,3,5,6,3,0,0.0,,1,0,0,1,,1
337,,3,3,375.0,500.0,3,3,2.0,5000.0,6000.0,5700.0,0,0,4,4,4,4,1,1,3,0,0.0,,1,1,1,1,,1
338,,3,3,150.0,180.0,4,4,3.0,4500.0,4900.0,4800.0,1,1,4,4,2,2,5,6,3,0,0.0,,1,0,0,1,,1
339,,3,3,180.0,280.0,4,3,2.0,4000.0,4300.0,4000.0,0,0,4,4,2,2,5,6,3,0,0.0,,0,0,0,1,,1
340,,3,3,210.0,280.0,3,3,2.0,4000.0,4000.0,3850.0,0,0,4,4,2,2,5,6,3,0,0.0,,1,0,0,1,,1
341,,2,2,105.0,154.0,4,4,2.0,2000.0,2375.0,2300.0,0,0,3,5,3,3,5,6,2,0,0.0,,1,0,0,1,,0
342,,2,2,120.0,176.0,4,3,2.0,2300.0,2150.0,2000.0,1,1,4,4,3,3,5,6,2,0,0.0,,1,0,0,1,,0
343,,3,3,176.0,200.0,4,3,2.0,4000.0,3600.0,3500.0,1,1,2,3,3,3,1,1,3,0,0.0,,1,0,0,1,,0
344,,2,2,150.0,128.0,3,2,1.0,1500.0,1450.0,1400.0,0,0,3,5,1,1,5,6,2,1,1.0,,1,0,0,1,,1
345,,3,3,180.0,300.0,4,5,2.0,3500.0,3450.0,3400.0,0,0,3,5,3,3,5,6,3,0,0.0,,1,0,0,1,,1
346,,2,2,84.0,150.0,3,2,2.0,1500.0,1600.0,1500.0,0,0,3,5,3,3,5,6,2,1,1.0,,1,0,0,1,,1
347,,1,1,104.0,98.0,3,2,1.0,1000.0,890.0,860.0,1,1,3,5,2,2,5,6,2,0,0.0,,1,0,0,1,,1
348,,1,1,64.0,70.0,2,2,2.0,750.0,685.0,680.0,1,1,3,5,2,2,5,6,2,1,1.0,,1,0,0,1,,1
349,,2,2,180.0,250.0,3,4,2.0,3000.0,2800.0,2700.0,0,0,3,5,2,2,5,6,2,0,0.0,,1,0,0,1,,1
350,,3,3,198.0,250.0,5,5,2.0,3500.0,3600.0,3500.0,0,0,3,5,2,2,5,6,2,0,0.0,,1,0,0,1,,0
351,,2,2,84.0,120.0,3,2,2.0,1500.0,1400.0,1350.0,1,1,3,5,2,2,5,6,2,0,0.0,,1,0,0,1,,1
352,,2,2,80.0,125.0,3,2,2.0,1500.0,1450.0,1400.0,0,0,3,5,3,3,5,6,2,0,0.0,,1,0,0,1,,1
353,,3,3,240.0,280.0,5,4,2.0,5500.0,5500.0,5400.0,0,0,3,5,3,3,5,6,2,0,0.0,,1,1,1,1,,1
354,,3,3,162.0,170.0,3,2,2.0,3200.0,2750.0,2700.0,1,1,4,4,2,2,5,6,2,1,1.0,,1,0,0,1,,1
355,,3,3,180.0,130.0,3,2,1.0,2800.0,2600.0,2500.0,0,0,4,4,3,3,5,6,2,0,0.0,,1,0,0,1,,1
356,,3,3,240.0,288.0,4,4,2.0,3500.0,3800.0,3700.0,0,0,3,5,3,3,5,6,2,0,0.0,,1,0,0,1,,0
357,,3,3,240.0,271.0,4,4,2.0,5500.0,4500.0,4400.0,1,1,4,4,3,3,5,6,3,1,1.0,,1,0,0,1,,0
358,,3,3,240.0,319.0,4,5,2.0,4500.0,4700.0,4500.0,0,0,3,5,2,2,5,6,2,0,0.0,,1,0,0,1,,0
359,,3,3,240.0,288.0,4,4,2.0,4200.0,3800.0,3700.0,0,0,3,5,2,2,5,6,2,0,0.0,,1,0,0,1,,0
360,,3,3,240.0,186.0,4,3,2.0,4000.0,4650.0,4500.0,0,0,3,5,2,2,5,6,2,0,0.0,,1,0,0,1,,0
361,,3,3,240.0,200.0,3,2,2.0,5000.0,3750.0,3750.0,0,0,4,4,4,4,5,6,2,1,1.0,,0,0,0,1,,0
362,,3,3,200.0,245.0,3,3,2.0,3800.0,3600.0,3500.0,0,0,3,5,3,3,5,6,2,0,0.0,,1,0,0,1,,0
363,,2,2,180.0,184.0,3,2,1.0,2000.0,1500.0,1500.0,1,1,3,5,3,3,5,6,2,0,0.0,3.0,0,0,0,1,,1
364,,2,2,162.0,125.0,3,1,1.0,2000.0,1650.0,1500.0,1,1,3,5,2,2,5,6,2,0,0.0,3.0,0,0,0,1,,0
365,,2,2,210.0,290.0,5,4,2.0,2800.0,3100.0,3000.0,0,0,3,5,4,4,4,4,2,0,0.0,,1,0,0,1,,0
366,,2,2,84.0,56.0,2,1,1.0,950.0,800.0,750.0,1,1,4,4,3,3,5,6,2,0,,,1,0,0,1,6.0,1
367,,2,2,180.0,198.0,7,5,2.0,2000.0,1775.0,1550.0,1,1,2,3,3,3,4,4,2,1,1.0,,1,0,0,1,2.0,1
368,,2,2,60.0,100.0,3,2,2.0,1400.0,1350.0,1275.0,1,1,3,5,4,4,5,6,2,0,,1.0,1,0,0,1,6.0,1
369,,2,2,126.0,220.0,4,4,2.0,2500.0,2500.0,2150.0,1,1,3,5,1,1,1,1,3,0,,2.0,1,1,1,1,8.0,0
370,,2,2,54.0,138.0,2,3,3.0,2000.0,2200.0,1750.0,1,1,4,4,4,4,5,6,3,1,1.0,2.0,0,0,0,1,3.0,1
371,,2,2,135.0,120.0,4,3,1.5,1800.0,1600.0,1500.0,1,1,3,5,4,4,5,6,2,0,,2.0,1,0,0,1,4.0,0
372,,2,2,300.0,250.0,6,4,2.0,2900.0,2300.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,3.0,0,0,0,1,8.0,1
373,,2,2,96.0,84.0,3,2,1.0,1500.0,1500.0,1350.0,1,1,3,5,3,3,5,6,2,0,,1.0,1,0,0,1,5.0,0
374,,2,2,210.0,250.0,5,4,2.0,4500.0,4350.0,4200.0,1,1,3,5,3,3,5,6,3,0,,2.0,1,0,0,1,6.0,0
375,,2,2,240.0,225.0,5,5,1.5,2000.0,2400.0,0.0,0,0,3,5,4,4,5,6,2,0,0.0,3.0,0,0,0,2,15.0,1
376,,2,2,115.0,120.0,4,4,2.0,1500.0,1500.0,1375.0,1,1,3,5,2,2,5,6,3,0,,1.0,1,0,0,1,7.0,1
377,,2,2,355.0,300.0,4,3,1.5,6500.0,6250.0,0.0,0,0,3,5,2,2,5,6,3,0,,2.0,1,0,0,1,8.0,0
378,,2,2,200.0,300.0,5,3,2.0,1800.0,2100.0,0.0,0,0,3,5,2,2,5,6,3,0,,2.0,1,0,0,1,5.0,1
379,,2,2,360.0,275.0,4,3,1.0,3500.0,3100.0,0.0,0,0,3,5,1,1,1,1,3,0,,2.0,0,0,0,2,18.0,0
380,,2,2,72.0,36.0,1,1,1.0,750.0,750.0,750.0,1,1,2,3,1,1,5,6,3,0,0.0,1.0,1,0,0,1,,0
381,,2,2,101.0,90.0,2,1,1.0,739.0,739.0,700.0,1,1,3,5,3,3,5,6,2,0,0.0,2.0,1,0,0,2,12.0,0
382,,2,2,90.0,62.0,2,1,1.0,445.0,445.0,400.0,1,1,4,4,2,2,5,6,2,0,0.0,1.0,1,0,0,2,12.0,0
383,,2,2,54.0,54.0,2,2,2.0,790.0,790.0,750.0,1,1,3,5,1,1,5,6,2,0,0.0,1.0,1,0,0,2,12.0,0
384,,2,2,70.0,53.0,2,1,1.0,460.0,460.0,460.0,1,1,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,2,12.0,0
385,,2,2,91.0,91.0,2,1,1.0,675.0,675.0,650.0,1,1,4,4,3,3,5,6,2,0,0.0,2.0,1,0,0,2,24.0,0
386,,2,2,72.0,72.0,2,1,1.0,420.0,420.0,420.0,1,1,3,5,1,1,5,6,2,0,0.0,2.0,1,0,0,2,24.0,0
387,,2,2,144.0,170.0,4,3,2.0,1675.0,1675.0,1500.0,1,1,3,5,2,2,5,6,2,0,0.0,1.0,1,0,0,2,24.0,0
388,,4,4,239.0,379.0,3,3,2.0,5000.0,5000.0,4750.0,1,1,4,4,4,4,5,6,3,0,0.0,2.0,1,0,0,2,24.0,0
389,,2,2,200.0,200.0,3,1,1.0,775.0,775.0,725.0,1,1,3,5,1,1,5,6,2,0,0.0,2.0,1,0,0,2,24.0,0
390,,2,2,244.0,244.0,5,3,2.0,1500.0,1500.0,1300.0,1,1,4,4,4,4,5,6,3,0,0.0,1.0,1,0,0,2,24.0,1
391,,2,2,72.0,72.0,2,1,1.0,650.0,650.0,650.0,1,1,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,2,24.0,0
392,,2,2,40.0,40.0,2,1,1.0,635.0,635.0,600.0,1,1,3,5,4,4,5,6,2,0,0.0,1.0,1,0,0,2,24.0,0
393,,1,1,42.0,72.0,2,1,2.0,375.0,375.0,370.0,1,1,3,5,2,2,5,6,2,0,0.0,1.0,1,0,0,2,24.0,0
394,,3,3,120.0,140.0,4,3,2.0,2350.0,2350.0,2300.0,1,1,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,2,24.0,2
395,,2,2,60.0,32.0,2,1,1.0,300.0,300.0,300.0,1,1,4,4,2,2,5,6,2,0,0.0,1.0,1,0,0,2,24.0,0
396,,2,2,96.0,80.0,2,1,1.0,1000.0,1000.0,950.0,1,1,3,5,2,2,5,6,2,0,0.0,2.0,1,0,0,3,36.0,0
397,,2,2,46.0,90.0,3,2,2.0,780.0,780.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,1.0,0,0,0,2,12.0,1
398,,2,2,84.0,84.0,3,1,1.0,750.0,750.0,0.0,0,0,3,5,3,3,2,3,2,0,0.0,2.0,1,0,0,1,11.0,1
399,,2,2,60.0,50.0,2,1,1.0,775.0,775.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,1.0,0,0,0,1,11.0,0
400,,2,2,84.0,100.0,2,1,2.0,1150.0,1150.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,2.0,1,0,0,2,12.0,0
401,,2,2,90.0,36.0,2,1,1.0,425.0,425.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,2.0,0,0,0,2,24.0,0
402,,3,3,50.0,95.0,3,2,3.0,1500.0,1500.0,0.0,0,0,4,4,2,2,5,6,3,0,0.0,1.0,1,0,0,2,24.0,0
403,,2,2,75.0,120.0,3,3,2.0,1400.0,1400.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,1.0,0,0,0,1,11.0,1
404,,2,2,75.0,120.0,3,3,2.0,1400.0,1400.0,0.0,0,0,3,5,4,4,5,6,2,0,0.0,1.0,0,0,0,1,11.0,1
405,,2,2,75.0,120.0,3,3,2.0,1400.0,1400.0,0.0,0,0,3,5,2,2,4,4,2,0,0.0,1.0,0,0,0,1,11.0,1
406,,2,2,75.0,120.0,4,3,2.0,1400.0,1400.0,0.0,0,0,3,5,4,4,5,6,2,0,0.0,1.0,0,0,0,1,11.0,1
407,,2,2,94.0,150.0,5,4,2.0,2200.0,2200.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,1.0,1,0,0,1,11.0,0
408,,2,2,95.0,150.0,5,4,2.0,2200.0,2200.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,1,11.0,0
409,,2,2,92.0,150.0,5,4,2.0,2200.0,2200.0,2200.0,1,1,3,5,3,3,4,4,3,0,0.0,1.0,1,0,0,1,11.0,0
410,,2,2,77.0,120.0,4,3,2.0,1350.0,1350.0,1350.0,1,1,3,5,4,4,4,4,3,0,0.0,1.0,1,0,0,1,11.0,2
411,,2,2,75.0,120.0,3,3,2.0,1350.0,1350.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
412,,2,2,74.0,120.0,4,4,2.0,1350.0,1350.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
413,,2,2,78.0,120.0,3,3,2.0,1350.0,1350.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
414,,2,2,78.0,120.0,4,4,2.0,1350.0,1350.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
415,,2,2,100.0,75.0,3,2,2.0,1450.0,1450.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,1.0,0,0,0,1,11.0,1
416,,3,3,347.0,500.0,5,5,2.0,8500.0,8500.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,1.0,1,0,0,2,12.0,0
417,,3,3,300.0,1050.0,8,8,3.5,15000.0,15000.0,0.0,0,0,1,1,3,3,5,6,3,0,0.0,2.0,1,0,0,2,12.0,1
418,,2,2,450.0,300.0,4,3,1.0,7700.0,7700.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,2.0,1,0,0,2,12.0,1
419,,3,3,450.0,500.0,8,4,2.0,12500.0,12500.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,2.0,1,0,0,2,12.0,0
420,,2,2,90.0,225.0,12,12,3.0,800.0,800.0,0.0,0,0,3,5,2,2,5,6,2,1,1.0,1.0,1,0,0,2,12.0,0
421,,2,2,153.0,153.0,4,2,1.0,900.0,900.0,0.0,0,0,3,5,3,3,5,6,2,1,1.0,1.0,1,0,0,2,12.0,1
422,,3,3,735.0,520.0,6,6,2.0,29000.0,29000.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,2.0,1,0,0,2,12.0,0
423,,2,2,55.0,110.0,3,2,2.0,875.0,875.0,0.0,0,0,3,5,4,4,5,6,2,0,0.0,1.0,1,0,0,1,11.0,2
424,,2,2,120.0,210.0,3,2,2.0,1600.0,1600.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,1.0,1,0,0,2,12.0,0
425,,3,3,250.0,300.0,5,4,2.0,3450.0,3450.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,2.0,1,0,0,2,24.0,0
426,,2,2,72.0,110.0,3,3,2.0,1650.0,1650.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,1.0,0,0,0,1,11.0,1
427,,2,2,112.5,150.0,5,4,2.0,2400.0,2400.0,0.0,0,0,3,5,3,3,4,4,2,0,0.0,1.0,0,0,0,1,11.0,1
428,,2,2,105.0,150.0,5,4,2.0,2400.0,2400.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,1.0,0,0,0,1,11.0,1
429,,2,2,120.0,200.0,4,3,2.0,2350.0,2350.0,0.0,0,0,3,5,4,4,5,6,2,1,1.0,1.0,1,0,0,2,12.0,0
430,,3,3,128.0,120.0,4,4,2.0,3600.0,3600.0,0.0,0,0,2,3,2,2,5,6,3,0,0.0,1.0,1,1,1,2,12.0,2
431,,3,3,264.0,330.0,5,4,2.0,4750.0,4750.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
432,,2,2,90.0,75.0,2,1,1.0,820.0,820.0,0.0,0,0,4,4,3,3,5,6,2,0,0.0,1.0,1,0,0,1,11.0,0
433,,2,2,96.0,150.0,3,2,2.0,1000.0,1000.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,1,11.0,0
434,,2,2,105.0,40.0,2,1,1.0,1200.0,1200.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,1.0,1,0,0,1,11.0,0
435,,2,2,120.0,160.0,4,3,2.0,1300.0,1300.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,1,11.0,0
436,,2,2,72.0,39.0,2,1,1.0,655.0,655.0,0.0,0,0,2,3,3,3,5,6,2,0,0.0,1.0,1,0,0,1,11.0,0
437,,2,2,126.0,180.0,4,2,1.5,1200.0,1200.0,0.0,0,0,4,4,3,3,5,6,2,0,0.0,1.0,1,1,1,1,11.0,0
438,,2,2,120.0,72.0,2,1,1.0,900.0,900.0,0.0,0,0,4,4,2,2,5,6,2,0,0.0,1.0,1,0,0,1,11.0,0
439,,2,2,121.0,165.0,5,4,2.0,2600.0,2600.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
440,,2,2,116.0,155.0,4,4,2.0,2600.0,2600.0,0.0,0,0,3,5,3,3,4,4,3,0,0.0,1.0,1,0,0,1,11.0,1
441,,2,2,70.0,120.0,4,4,2.0,1600.0,1600.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,1.0,1,0,0,1,11.0,1
442,,2,2,240.0,330.0,5,4,2.0,5300.0,5300.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
443,,2,2,69.0,70.0,2,3,2.0,1300.0,1300.0,1300.0,1,1,3,5,4,4,5,6,3,0,0.0,1.0,1,0,0,2,12.0,1
444,,2,2,35.0,70.0,2,2,2.0,850.0,850.0,850.0,1,1,3,5,1,1,5,6,2,0,0.0,1.0,1,0,0,2,12.0,1
445,,2,2,60.0,90.0,3,2,2.0,1050.0,1050.0,1050.0,1,1,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,2,12.0,0
446,,2,2,76.0,115.0,4,4,2.0,1150.0,1150.0,1150.0,1,1,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,2,24.0,0
447,,2,2,70.0,110.0,4,4,2.0,1150.0,1150.0,1150.0,1,1,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,3,36.0,0
448,,2,2,66.0,110.0,3,3,2.0,1000.0,1000.0,1000.0,1,1,3,5,2,2,4,4,3,0,0.0,1.0,1,0,0,2,24.0,0
449,,2,2,87.0,120.0,4,4,2.0,1600.0,1600.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,2,24.0,1
450,,2,2,296.0,244.0,5,4,2.0,3900.0,3900.0,0.0,0,0,3,5,3,3,4,4,3,0,0.0,2.0,1,0,0,2,24.0,1
451,,3,3,60.0,70.0,2,2,2.0,1900.0,1900.0,0.0,0,0,4,4,3,3,5,6,3,0,0.0,1.0,1,0,0,2,24.0,2
452,,2,2,112.0,112.0,3,4,2.0,750.0,750.0,0.0,0,0,4,4,3,3,5,6,2,0,0.0,1.0,1,0,0,2,24.0,0
453,,2,2,100.0,150.0,3,1,1.5,675.0,675.0,0.0,0,0,3,5,1,1,5,6,2,1,1.0,2.0,1,0,0,1,11.0,0
454,,2,2,108.0,144.0,4,3,2.0,2650.0,2650.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
455,,2,2,145.0,230.0,5,4,2.0,4000.0,4000.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
456,,2,2,162.0,220.0,5,5,2.0,3750.0,3750.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,2,12.0,1
457,,2,2,240.0,200.0,3,3,1.0,3850.0,3850.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,2.0,1,1,1,2,24.0,1
458,,2,2,120.0,190.0,4,4,2.0,2650.0,2650.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,1,11.0,1
459,,2,2,395.0,400.0,7,5,1.5,5250.0,5250.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,2.0,1,0,0,2,12.0,1
460,,2,2,252.0,180.0,4,3,1.0,2850.0,2850.0,0.0,0,0,3,5,1,1,4,4,3,0,0.0,2.0,1,0,0,1,11.0,1
461,,2,2,100.0,120.0,4,4,2.0,1950.0,1950.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,1,11.0,1
462,,2,2,193.0,240.0,5,4,2.0,2700.0,2700.0,0.0,0,0,3,5,2,2,4,4,3,0,0.0,1.0,1,0,0,1,11.0,1
463,,3,3,375.0,600.0,5,4,2.0,12000.0,12000.0,0.0,0,0,3,5,1,1,5,6,3,0,0.0,2.0,1,0,0,1,11.0,2
464,,3,3,798.0,1476.0,8,7,3.0,30000.0,30000.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,2.0,1,0,0,1,11.0,2
465,,3,3,300.0,400.0,6,4,2.0,9500.0,9500.0,0.0,0,0,4,4,2,2,5,6,3,0,0.0,2.0,1,0,0,1,11.0,2
466,,2,2,60.0,54.0,3,2,2.0,650.0,650.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,1,11.0,2
467,,2,2,84.0,66.0,2,1,1.0,950.0,950.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,2.0,0,0,0,1,11.0,2
468,,2,2,120.0,77.0,3,2,1.0,1500.0,1500.0,0.0,0,0,4,4,2,2,5,6,2,0,0.0,1.0,1,0,0,1,11.0,1
469,,2,2,96.0,120.0,3,2,2.0,1700.0,1700.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,1,11.0,1
470,,2,2,128.0,70.0,2,1,1.0,1700.0,1700.0,0.0,0,0,4,4,4,4,5,6,2,0,0.0,2.0,1,0,0,1,11.0,1
471,,2,2,230.0,120.0,4,2,1.0,4000.0,4000.0,0.0,0,0,4,4,1,1,5,6,2,0,0.0,2.0,1,0,0,1,11.0,1
472,,3,3,600.0,600.0,4,3,2.0,20000.0,20000.0,0.0,0,0,3,5,4,4,5,6,3,0,0.0,2.0,1,1,1,2,24.0,1
473,,2,2,100.0,100.0,5,3,2.5,1800.0,1800.0,0.0,0,0,1,1,2,2,5,6,3,0,0.0,2.0,1,0,0,2,24.0,1
474,,2,2,122.0,80.0,3,2,1.0,750.0,750.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,2.0,1,0,0,2,24.0,0
475,,2,2,120.0,85.0,3,1,1.0,950.0,950.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,2.0,1,0,0,2,24.0,1
476,,2,2,158.0,180.0,5,4,2.0,2200.0,2200.0,0.0,0,0,2,3,3,3,5,6,2,0,0.0,1.0,1,0,0,2,24.0,1
477,,2,2,224.0,224.0,6,3,2.0,2600.0,2600.0,0.0,0,0,3,5,1,1,5,6,2,0,0.0,2.0,1,0,0,2,24.0,1
478,,2,2,90.0,126.0,4,4,2.0,2600.0,2600.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,2,24.0,1
479,,3,3,157.0,182.0,5,4,2.0,3900.0,3900.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,2,12.0,2
480,,2,2,150.0,208.0,3,2,2.0,2200.0,2200.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,2.0,1,0,0,2,24.0,0
481,,3,3,176.0,218.0,5,4,2.0,4600.0,4600.0,0.0,0,0,3,5,3,3,5,6,3,0,0.0,1.0,1,0,0,1,11.0,2
482,,3,3,180.0,118.0,4,3,2.0,2800.0,2800.0,0.0,0,0,3,5,2,2,5,6,3,0,0.0,2.0,1,0,0,2,24.0,1
483,,2,2,96.0,110.0,4,3,2.0,750.0,750.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,2.0,1,0,0,2,24.0,0
484,,2,2,200.0,194.0,5,4,1.0,2250.0,2250.0,0.0,0,0,3,5,1,1,5,6,2,0,0.0,2.0,1,0,0,2,24.0,0
485,,2,2,72.0,72.0,2,1,1.0,780.0,780.0,0.0,0,0,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,2,24.0,0
486,,2,2,659.0,330.0,5,2,1.0,6000.0,6000.0,0.0,0,0,4,4,2,2,5,6,3,0,0.0,2.0,1,0,0,2,24.0,1
487,,2,2,153.0,153.0,5,2,2.0,1600.0,1600.0,0.0,0,0,3,5,2,2,5,6,2,0,0.0,2.0,1,0,0,2,24.0,1
488,,2,2,144.0,280.0,5,2,2.0,2200.0,2200.0,0.0,0,0,4,4,3,3,5,6,2,0,0.0,2.0,1,0,0,2,24.0,1
489,,2,2,60.0,50.0,2,1,1.0,775.0,775.0,775.0,1,1,3,5,3,3,5,6,2,0,0.0,1.0,1,0,0,2,24.0,1
